Date,Time (est),Month,Temperature,Relative Humidity,Dwpt
16,12:54,7,78.0,90.0,29.83
16,13:54,7,76.0,91.0,29.83
16,14:54,7,75.0,94.0,29.82
16,15:54,7,76.0,91.0,29.82
16,16:54,7,75.0,94.0,29.83
16,17:54,7,74.0,94.0,29.82
16,18:54,7,74.0,94.0,29.82
16,19:54,7,74.0,94.0,29.8
16,20:54,7,73.0,96.0,29.82
16,21:54,7,74.0,94.0,29.83
16,22:54,7,74.0,94.0,29.83
16,23:54,7,74.0,94.0,29.81
17,00:54,7,74.0,94.0,29.82
17,01:54,7,74.0,97.0,29.82
17,02:54,7,74.0,94.0,29.81
17,03:54,7,74.0,94.0,29.84
17,04:54,7,74.0,94.0,29.85
17,05:54,7,75.0,90.0,29.87
17,06:54,7,77.0,85.0,29.88
17,07:54,7,80.0,74.0,29.89
17,08:54,7,82.0,63.0,29.89
17,09:54,7,84.0,53.0,29.9
17,10:54,7,85.0,53.0,29.9
17,11:54,7,87.0,46.0,29.9
17,12:54,7,88.0,43.0,29.9
17,13:54,7,88.0,46.0,29.89
17,14:54,7,89.0,43.0,29.89
17,15:54,7,87.0,46.0,29.89
17,16:54,7,87.0,48.0,29.9
17,17:54,7,86.0,49.0,29.91
17,18:54,7,83.0,57.0,29.92
17,19:54,7,80.0,74.0,29.93
17,20:54,7,80.0,74.0,29.95
17,21:54,7,79.0,74.0,29.96
17,22:54,7,78.0,71.0,29.97
17,23:54,7,74.0,82.0,29.98
18,00:54,7,73.0,87.0,29.98
18,01:54,7,72.0,94.0,29.97
18,02:54,7,73.0,90.0,29.97
18,03:54,7,72.0,94.0,29.97
18,04:54,7,73.0,90.0,29.97
18,05:54,7,73.0,90.0,29.97
18,06:54,7,74.0,88.0,29.98
18,07:54,7,76.0,88.0,29.98
18,08:54,7,77.0,82.0,29.99
18,09:54,7,78.0,82.0,29.99
18,10:54,7,81.0,77.0,29.98
18,11:54,7,83.0,72.0,29.96
18,12:54,7,84.0,67.0,29.94
18,13:54,7,83.0,63.0,29.93
18,14:54,7,84.0,65.0,29.91
18,15:54,7,84.0,65.0,29.91
18,16:54,7,82.0,72.0,29.91
18,17:54,7,81.0,62.0,29.91
18,18:54,7,80.0,71.0,29.91
18,19:54,7,78.0,79.0,29.91
18,20:54,7,78.0,82.0,29.92
18,21:54,7,78.0,69.0,29.93
18,22:54,7,77.0,71.0,29.93
18,23:54,7,75.0,76.0,29.94
19,00:54,7,74.0,85.0,29.93
19,01:54,7,74.0,88.0,29.93
19,02:54,7,73.0,90.0,29.92
19,03:54,7,73.0,87.0,29.92
19,04:54,7,73.0,87.0,29.94
19,05:54,7,74.0,85.0,29.95
19,06:54,7,75.0,79.0,29.97
19,07:54,7,78.0,67.0,29.97
19,08:54,7,79.0,65.0,29.97
19,09:54,7,82.0,58.0,29.97
19,10:54,7,81.0,61.0,29.97
19,11:54,7,82.0,55.0,29.97
19,12:54,7,84.0,49.0,29.96
19,13:54,7,84.0,44.0,29.96
19,14:54,7,85.0,43.0,29.95
19,15:54,7,85.0,43.0,29.96
19,16:54,7,84.0,46.0,29.96
19,17:54,7,84.0,43.0,29.97
19,18:54,7,83.0,44.0,29.96
19,19:54,7,82.0,46.0,29.97
19,20:54,7,80.0,56.0,30
19,21:54,7,79.0,62.0,30
19,22:54,7,77.0,69.0,30
19,23:54,7,76.0,69.0,30
20,00:54,7,74.0,64.0,29.99
20,01:54,7,73.0,66.0,29.99
20,02:54,7,72.0,66.0,29.99
20,03:54,7,71.0,66.0,30
20,04:54,7,71.0,66.0,30.01
20,05:54,7,72.0,64.0,30.01
20,06:54,7,75.0,58.0,30.01
20,07:54,7,77.0,52.0,30.01
20,08:54,7,78.0,52.0,30.01
20,09:54,7,77.0,58.0,30.01
20,10:54,7,77.0,56.0,30.01
20,11:54,7,78.0,58.0,30
20,12:54,7,76.0,60.0,29.98
20,13:54,7,76.0,69.0,29.97
20,14:54,7,75.0,71.0,29.96
20,15:54,7,74.0,71.0,29.95
20,16:54,7,75.0,66.0,29.94
20,17:54,7,75.0,64.0,29.93
20,18:54,7,74.0,67.0,29.92
20,19:54,7,72.0,68.0,29.92
20,20:54,7,71.0,73.0,29.93
20,21:54,7,71.0,73.0,29.92
20,22:54,7,70.0,73.0,29.91
20,23:54,7,70.0,76.0,29.9
21,00:54,7,68.0,81.0,29.87
21,01:54,7,70.0,76.0,29.86
21,02:54,7,68.0,84.0,29.85
21,03:54,7,68.0,87.0,29.85
21,04:54,7,66.0,93.0,29.85
21,05:54,7,69.0,90.0,29.84
21,06:54,7,70.0,87.0,29.84
21,07:54,7,71.0,84.0,29.83
21,08:54,7,70.0,87.0,29.81
21,09:54,7,70.0,87.0,29.8
21,10:54,7,69.0,90.0,29.8
21,11:54,7,70.0,90.0,29.79
21,12:54,7,71.0,87.0,29.78
21,13:54,7,71.0,87.0,29.77
21,14:54,7,73.0,81.0,29.74
21,15:54,7,72.0,84.0,29.74
21,16:54,7,71.0,84.0,29.73
21,17:54,7,71.0,84.0,29.76
21,18:54,7,71.0,73.0,29.76
21,19:54,7,69.0,90.0,29.75
21,20:54,7,66.0,90.0,29.75
21,21:54,7,66.0,93.0,29.74
21,22:54,7,66.0,93.0,29.72
21,23:54,7,65.0,97.0,29.75
22,00:54,7,65.0,97.0,29.73
22,01:54,7,65.0,93.0,29.72
22,02:54,7,66.0,93.0,29.71
22,03:54,7,67.0,91.0,29.71
22,04:54,7,67.0,91.0,29.72
22,05:54,7,67.0,91.0,29.74
22,06:54,7,68.0,87.0,29.75
22,07:54,7,69.0,84.0,29.76
22,08:54,7,71.0,79.0,29.77
22,09:54,7,71.0,79.0,29.77
22,10:54,7,73.0,74.0,29.77
22,11:54,7,75.0,74.0,29.76
22,12:54,7,75.0,76.0,29.76
22,13:54,7,76.0,74.0,29.75
22,14:54,7,76.0,74.0,29.76
22,15:54,7,77.0,71.0,29.76
22,16:54,7,73.0,79.0,29.77
22,17:54,7,75.0,71.0,29.78
22,18:54,7,74.0,76.0,29.78
22,19:54,7,74.0,79.0,29.8
22,20:54,7,72.0,84.0,29.81
22,21:54,7,75.0,69.0,29.82
22,22:54,7,74.0,69.0,29.82
22,23:54,7,72.0,73.0,29.83
23,00:54,7,70.0,82.0,29.84
23,01:54,7,71.0,71.0,29.85
23,02:54,7,70.0,76.0,29.85
23,03:54,7,70.0,73.0,29.87
23,04:54,7,70.0,73.0,29.89
23,05:54,7,72.0,66.0,29.9
23,06:54,7,73.0,66.0,29.92
23,07:54,7,76.0,64.0,29.93
23,08:54,7,76.0,69.0,29.93
23,09:54,7,78.0,58.0,29.93
23,10:54,7,82.0,46.0,29.94
23,11:54,7,84.0,38.0,29.93
23,12:54,7,84.0,38.0,29.93
23,13:54,7,85.0,39.0,29.93
23,14:54,7,86.0,36.0,29.93
23,15:54,7,80.0,52.0,29.93
23,16:54,7,79.0,54.0,29.93
23,17:54,7,77.0,60.0,29.95
23,18:54,7,76.0,67.0,29.96
23,19:54,7,74.0,69.0,29.98
23,20:54,7,74.0,71.0,30
23,21:54,7,75.0,66.0,30.02
23,22:54,7,75.0,64.0,30.03
23,23:54,7,74.0,62.0,30.04
24,00:54,7,73.0,64.0,30.04
24,01:54,7,73.0,66.0,30.05
24,02:54,7,72.0,71.0,30.05
24,03:54,7,71.0,71.0,30.06
24,04:54,7,70.0,76.0,30.08
24,05:54,7,72.0,73.0,30.09
24,06:54,7,73.0,74.0,30.1
24,07:54,7,79.0,60.0,30.09
24,08:54,7,79.0,65.0,30.09
24,09:54,7,81.0,62.0,30.09
24,10:54,7,83.0,61.0,30.09
24,11:54,7,82.0,63.0,30.09
24,12:54,7,85.0,53.0,30.08
24,13:54,7,85.0,55.0,30.07
24,14:54,7,85.0,57.0,30.05
24,15:54,7,82.0,65.0,30.05
24,16:54,7,83.0,63.0,30.05
24,17:54,7,82.0,63.0,30.06
24,18:54,7,79.0,67.0,30.06
24,19:54,7,77.0,69.0,30.08
24,20:54,7,76.0,69.0,30.08
24,21:54,7,75.0,71.0,30.09
24,22:54,7,75.0,74.0,30.09
24,23:54,7,72.0,82.0,30.07
25,00:54,7,72.0,79.0,30.07
25,01:54,7,71.0,81.0,30.08
25,02:54,7,70.0,87.0,30.08
25,03:54,7,69.0,93.0,30.07
25,04:54,7,70.0,93.0,30.09
25,05:54,7,72.0,87.0,30.09
25,06:54,7,74.0,85.0,30.08
25,07:54,7,77.0,74.0,30.08
25,08:54,7,79.0,72.0,30.08
25,09:54,7,80.0,74.0,30.08
25,10:54,7,83.0,65.0,30.06
25,11:54,7,85.0,57.0,30.05
25,12:54,7,84.0,61.0,30.02
25,13:54,7,82.0,67.0,30
25,14:54,7,71.0,84.0,30.02
25,15:54,7,70.0,84.0,30.04
25,16:54,7,70.0,90.0,30.04
25,17:54,7,71.0,84.0,30.05
25,18:54,7,70.0,84.0,30.06
25,19:54,7,69.0,87.0,30.04
25,20:54,7,70.0,84.0,30.04
25,21:54,7,71.0,79.0,30.03
25,22:54,7,70.0,82.0,30.03
25,23:54,7,69.0,84.0,30.02
26,00:54,7,70.0,82.0,30.02
26,01:54,7,71.0,76.0,30.02
26,02:54,7,70.0,76.0,30.02
26,03:54,7,70.0,73.0,30.03
26,04:54,7,68.0,81.0,30.04
26,05:54,7,70.0,79.0,30.04
26,06:54,7,72.0,73.0,30.05
26,07:54,7,75.0,69.0,30.06
26,08:54,7,78.0,64.0,30.06
26,09:54,7,81.0,58.0,30.07
26,10:54,7,84.0,55.0,30.06
26,11:54,7,86.0,45.0,30.04
26,12:54,7,86.0,46.0,30.02
26,13:54,7,87.0,45.0,30.01
26,14:54,7,87.0,46.0,30
26,15:54,7,87.0,45.0,29.99
26,16:54,7,85.0,50.0,29.98
26,17:54,7,85.0,51.0,29.99
26,18:54,7,83.0,57.0,30
26,19:54,7,82.0,60.0,30.02
26,20:54,7,79.0,62.0,30.03
26,21:54,7,77.0,71.0,30.01
26,22:54,7,76.0,74.0,30.01
26,23:54,7,75.0,74.0,30.01
27,00:54,7,74.0,76.0,30
27,01:54,7,73.0,76.0,29.99
27,02:54,7,72.0,79.0,29.99
27,03:54,7,72.0,82.0,29.98
27,04:54,7,71.0,87.0,29.99
27,05:54,7,72.0,87.0,29.98
27,06:54,7,74.0,85.0,29.99
27,07:54,7,77.0,82.0,29.98
27,08:54,7,80.0,76.0,29.95
27,09:54,7,82.0,72.0,29.93
27,10:54,7,84.0,70.0,29.91
27,11:54,7,84.0,72.0,29.88
27,12:54,7,88.0,63.0,29.84
27,13:54,7,89.0,59.0,29.82
27,14:54,7,91.0,57.0,29.81
27,15:54,7,89.0,59.0,29.8
27,16:54,7,87.0,65.0,29.8
27,17:54,7,76.0,82.0,29.84
27,18:54,7,76.0,85.0,29.82
27,19:54,7,75.0,88.0,29.85
27,20:54,7,76.0,82.0,29.86
27,21:54,7,76.0,82.0,29.86
27,22:54,7,76.0,82.0,29.88
27,23:54,7,76.0,85.0,29.9
28,00:54,7,76.0,85.0,29.89
28,01:54,7,76.0,85.0,29.89
28,02:54,7,75.0,84.0,29.9
28,03:54,7,75.0,84.0,29.92
28,04:54,7,76.0,82.0,29.93
28,05:54,7,76.0,82.0,29.96
28,06:54,7,78.0,71.0,29.96
28,07:54,7,80.0,67.0,29.96
28,08:54,7,82.0,63.0,29.96
28,09:54,7,80.0,71.0,29.96
28,10:54,7,80.0,71.0,29.96
28,11:54,7,83.0,65.0,29.96
28,12:54,7,83.0,63.0,29.93
28,13:54,7,82.0,65.0,29.92
28,14:54,7,83.0,65.0,29.91
28,15:54,7,87.0,57.0,29.88
28,16:54,7,89.0,50.0,29.88
28,17:54,7,88.0,52.0,29.87
28,18:54,7,87.0,51.0,29.88
28,19:54,7,85.0,57.0,29.89
28,20:54,7,82.0,65.0,29.89
28,21:54,7,81.0,69.0,29.89
28,22:54,7,81.0,72.0,29.9
28,23:54,7,80.0,74.0,29.89
29,00:54,7,79.0,77.0,29.86
29,01:54,7,77.0,82.0,29.84
29,02:54,7,76.0,85.0,29.82
29,03:54,7,76.0,85.0,29.83
29,04:54,7,77.0,82.0,29.82
29,05:54,7,78.0,82.0,29.84
29,06:54,7,78.0,82.0,29.82
29,07:54,7,80.0,76.0,29.8
29,08:54,7,82.0,77.0,29.8
29,09:54,7,84.0,72.0,29.78
29,10:54,7,86.0,67.0,29.76
29,11:54,7,82.0,72.0,29.74
29,12:54,7,76.0,85.0,29.74
29,13:54,7,75.0,82.0,29.7
29,14:54,7,80.0,69.0,29.67
29,15:54,7,75.0,82.0,29.63
29,17:54,7,72.0,94.0,29.61
29,18:54,7,70.0,97.0,29.62
29,19:54,7,72.0,97.0,29.66
29,20:54,7,67.0,91.0,29.69
29,21:54,7,65.0,87.0,29.71
29,22:54,7,65.0,87.0,29.76
29,23:54,7,64.0,87.0,29.77
30,00:54,7,65.0,84.0,29.78
30,01:54,7,65.0,84.0,29.77
30,02:54,7,63.0,73.0,29.78
30,03:54,7,62.0,75.0,29.82
30,04:54,7,61.0,75.0,29.82
30,05:54,7,62.0,73.0,29.83
30,06:54,7,64.0,68.0,29.85
30,07:54,7,67.0,63.0,29.87
30,08:54,7,70.0,57.0,29.88
30,09:54,7,71.0,55.0,29.89
30,10:54,7,71.0,53.0,29.9
30,11:54,7,72.0,52.0,29.89
30,12:54,7,74.0,48.0,29.88
30,13:54,7,74.0,45.0,29.88
30,14:54,7,77.0,42.0,29.87
30,15:54,7,79.0,39.0,29.86
30,16:54,7,79.0,38.0,29.86
30,17:54,7,77.0,37.0,29.88
30,18:54,7,75.0,40.0,29.89
30,19:54,7,74.0,45.0,29.9
30,20:54,7,73.0,46.0,29.92
30,21:54,7,72.0,48.0,29.92
30,22:54,7,69.0,57.0,29.92
30,23:54,7,69.0,57.0,29.92
31,00:54,7,67.0,66.0,29.91
31,01:54,7,66.0,68.0,29.91
31,02:54,7,64.0,75.0,29.9
31,03:54,7,62.0,80.0,29.9
31,04:54,7,63.0,81.0,29.91
31,05:54,7,65.0,78.0,29.92
31,06:54,7,70.0,64.0,29.93
31,07:54,7,72.0,59.0,29.94
31,08:54,7,74.0,60.0,29.94
31,09:54,7,77.0,47.0,29.93
31,10:54,7,79.0,44.0,29.92
31,11:54,7,80.0,37.0,29.91
31,12:54,7,81.0,37.0,29.91
31,13:54,7,82.0,37.0,29.89
31,14:54,7,81.0,38.0,29.88
31,15:54,7,81.0,39.0,29.88
31,16:54,7,80.0,41.0,29.9
31,17:54,7,79.0,41.0,29.92
31,18:54,7,75.0,54.0,29.96
31,19:54,7,74.0,56.0,29.96
31,20:54,7,72.0,57.0,29.98
31,21:54,7,72.0,55.0,30
31,22:54,7,71.0,55.0,30.01
31,23:54,7,69.0,59.0,30.01
1,00:54,8,69.0,57.0,30.01
1,01:54,8,67.0,63.0,30.01
1,02:54,8,65.0,68.0,30.02
1,03:54,8,65.0,70.0,30.04
1,04:54,8,65.0,68.0,30.06
1,05:54,8,66.0,61.0,30.09
1,06:54,8,68.0,57.0,30.09
1,07:54,8,70.0,51.0,30.1
1,08:54,8,72.0,46.0,30.1
1,09:54,8,74.0,43.0,30.1
1,10:54,8,74.0,41.0,30.1
1,11:54,8,74.0,38.0,30.09
1,12:54,8,75.0,39.0,30.08
1,13:54,8,78.0,36.0,30.08
1,14:54,8,76.0,35.0,30.09
1,15:54,8,75.0,34.0,30.09
1,16:54,8,74.0,37.0,30.09
1,17:54,8,74.0,38.0,30.1
1,18:54,8,73.0,40.0,30.12
1,19:54,8,71.0,42.0,30.15
1,20:54,8,70.0,44.0,30.16
1,21:54,8,68.0,49.0,30.16
1,22:54,8,67.0,53.0,30.17
1,23:54,8,65.0,56.0,30.16
2,00:54,8,64.0,56.0,30.17
2,01:54,8,63.0,60.0,30.17
2,02:54,8,61.0,65.0,30.16
2,03:54,8,61.0,65.0,30.17
2,04:54,8,61.0,65.0,30.19
2,05:54,8,62.0,65.0,30.21
2,06:54,8,66.0,56.0,30.21
2,07:54,8,69.0,49.0,30.22
2,08:54,8,70.0,46.0,30.22
2,09:54,8,70.0,49.0,30.22
2,10:54,8,70.0,53.0,30.2
2,11:54,8,70.0,49.0,30.19
2,12:54,8,69.0,59.0,30.19
2,13:54,8,69.0,55.0,30.19
2,14:54,8,71.0,53.0,30.18
2,15:54,8,70.0,55.0,30.17
2,16:54,8,70.0,57.0,30.16
2,17:54,8,69.0,59.0,30.17
2,18:54,8,68.0,59.0,30.16
2,19:54,8,66.0,68.0,30.17
2,20:54,8,66.0,61.0,30.18
2,21:54,8,65.0,63.0,30.18
2,22:54,8,65.0,68.0,30.17
2,23:54,8,65.0,70.0,30.16
3,00:54,8,64.0,73.0,30.16
3,01:54,8,64.0,70.0,30.14
3,02:54,8,63.0,73.0,30.14
3,03:54,8,63.0,73.0,30.13
3,04:54,8,62.0,75.0,30.14
3,05:54,8,64.0,75.0,30.14
3,06:54,8,67.0,71.0,30.15
3,07:54,8,71.0,61.0,30.14
3,08:54,8,74.0,56.0,30.13
3,09:54,8,76.0,52.0,30.11
3,10:54,8,77.0,52.0,30.1
3,11:54,8,78.0,45.0,30.08
3,12:54,8,79.0,44.0,30.06
3,13:54,8,80.0,49.0,30.04
3,14:54,8,79.0,49.0,30.03
3,15:54,8,77.0,54.0,30.03
3,16:54,8,74.0,56.0,30.02
3,17:54,8,73.0,57.0,30.03
3,18:54,8,71.0,59.0,30.02
3,19:54,8,70.0,59.0,30.04
3,20:54,8,69.0,61.0,30.03
3,21:54,8,68.0,65.0,30.03
3,22:54,8,67.0,73.0,30.02
3,23:54,8,66.0,78.0,30.01
4,00:54,8,66.0,78.0,29.99
4,01:54,8,66.0,78.0,29.98
4,02:54,8,66.0,81.0,29.98
4,03:54,8,67.0,79.0,29.97
4,04:54,8,67.0,79.0,29.97
4,05:54,8,67.0,81.0,29.97
4,06:54,8,68.0,78.0,29.97
4,07:54,8,70.0,79.0,29.96
4,08:54,8,71.0,79.0,29.96
4,09:54,8,74.0,71.0,29.95
4,10:54,8,76.0,69.0,29.94
4,11:54,8,76.0,67.0,29.94
4,12:54,8,80.0,58.0,29.93
4,13:54,8,77.0,66.0,29.91
4,14:54,8,79.0,60.0,29.9
4,15:54,8,77.0,66.0,29.9
4,16:54,8,77.0,69.0,29.9
4,17:54,8,75.0,71.0,29.91
4,18:54,8,75.0,69.0,29.91
4,19:54,8,73.0,74.0,29.9
4,20:54,8,73.0,74.0,29.92
4,21:54,8,72.0,76.0,29.92
4,22:54,8,72.0,76.0,29.92
4,23:54,8,71.0,81.0,29.91
5,00:54,8,69.0,87.0,29.91
5,01:54,8,70.0,84.0,29.9
5,02:54,8,69.0,87.0,29.89
5,03:54,8,70.0,87.0,29.89
5,04:54,8,70.0,87.0,29.9
5,05:54,8,71.0,84.0,29.91
5,06:54,8,71.0,84.0,29.92
5,07:54,8,74.0,74.0,29.93
5,08:54,8,74.0,79.0,29.94
5,09:54,8,74.0,74.0,29.95
5,10:54,8,74.0,79.0,29.95
5,11:54,8,76.0,74.0,29.94
5,12:54,8,74.0,76.0,29.94
5,13:54,8,73.0,76.0,29.94
5,14:54,8,72.0,76.0,29.93
5,15:54,8,70.0,82.0,29.93
5,16:54,8,72.0,71.0,29.93
5,17:54,8,70.0,76.0,29.93
5,18:54,8,70.0,79.0,29.94
5,19:54,8,69.0,81.0,29.96
5,20:54,8,67.0,87.0,29.97
5,21:54,8,68.0,81.0,29.99
5,22:54,8,72.0,57.0,29.98
5,23:54,8,71.0,55.0,29.98
6,00:54,8,69.0,59.0,29.98
6,01:54,8,68.0,61.0,29.98
6,02:54,8,67.0,63.0,29.99
6,03:54,8,66.0,68.0,29.99
6,04:54,8,65.0,70.0,30
6,05:54,8,66.0,68.0,30.01
6,06:54,8,69.0,63.0,30.01
6,07:54,8,73.0,55.0,30.01
6,08:54,8,76.0,48.0,30.01
6,09:54,8,77.0,47.0,29.99
6,10:54,8,77.0,47.0,29.98
6,11:54,8,79.0,45.0,29.98
6,12:54,8,81.0,39.0,29.97
6,13:54,8,84.0,34.0,29.96
6,14:54,8,82.0,35.0,29.96
6,15:54,8,82.0,37.0,29.95
6,16:54,8,83.0,34.0,29.95
6,17:54,8,82.0,35.0,29.95
6,18:54,8,81.0,37.0,29.95
6,19:54,8,75.0,60.0,29.97
6,20:54,8,74.0,62.0,29.98
6,21:54,8,72.0,66.0,29.98
6,22:54,8,72.0,66.0,29.99
6,23:54,8,72.0,64.0,29.98
7,00:54,8,70.0,68.0,29.98
7,01:54,8,69.0,70.0,29.98
7,02:54,8,68.0,76.0,29.98
7,03:54,8,67.0,79.0,29.98
7,04:54,8,66.0,84.0,29.98
7,05:54,8,69.0,78.0,29.98
7,06:54,8,71.0,76.0,29.99
7,07:54,8,72.0,76.0,30
7,08:54,8,71.0,81.0,30
7,09:54,8,71.0,81.0,30
7,10:54,8,69.0,87.0,30
7,11:54,8,72.0,82.0,29.98
7,12:54,8,73.0,71.0,29.96
7,13:54,8,73.0,71.0,29.95
7,14:54,8,70.0,76.0,29.94
7,15:54,8,68.0,87.0,29.92
7,16:54,8,68.0,81.0,29.9
7,17:54,8,68.0,81.0,29.88
7,18:54,8,68.0,84.0,29.88
7,19:54,8,67.0,84.0,29.87
7,20:54,8,67.0,87.0,29.88
7,21:54,8,68.0,90.0,29.85
7,22:54,8,68.0,93.0,29.83
7,23:54,8,68.0,93.0,29.79
8,00:54,8,67.0,100.0,29.77
8,01:54,8,69.0,93.0,29.77
8,02:54,8,66.0,96.0,29.75
8,03:54,8,68.0,96.0,29.73
8,04:54,8,68.0,96.0,29.71
8,05:54,8,68.0,96.0,29.7
8,06:54,8,72.0,94.0,29.68
8,07:54,8,74.0,91.0,29.65
8,08:54,8,75.0,84.0,29.62
8,09:54,8,72.0,97.0,29.59
8,10:54,8,75.0,94.0,29.6
8,11:54,8,77.0,90.0,29.57
8,12:54,8,78.0,82.0,29.53
8,13:54,8,78.0,79.0,29.52
8,14:54,8,83.0,70.0,29.5
8,15:54,8,83.0,67.0,29.49
8,16:54,8,83.0,63.0,29.48
8,17:54,8,78.0,76.0,29.47
8,18:54,8,78.0,71.0,29.48
8,19:54,8,76.0,72.0,29.5
8,20:54,8,75.0,74.0,29.5
8,21:54,8,74.0,74.0,29.49
8,22:54,8,73.0,74.0,29.49
8,23:54,8,72.0,73.0,29.49
9,00:54,8,72.0,73.0,29.5
9,01:54,8,72.0,73.0,29.5
9,02:54,8,71.0,76.0,29.51
9,03:54,8,71.0,76.0,29.52
9,04:54,8,71.0,76.0,29.54
9,05:54,8,72.0,73.0,29.53
9,06:54,8,74.0,67.0,29.56
9,07:54,8,76.0,56.0,29.58
9,08:54,8,77.0,52.0,29.6
9,09:54,8,77.0,52.0,29.6
9,10:54,8,80.0,45.0,29.6
9,11:54,8,82.0,44.0,29.59
9,12:54,8,81.0,44.0,29.59
9,13:54,8,84.0,41.0,29.59
9,14:54,8,83.0,41.0,29.59
9,15:54,8,85.0,37.0,29.61
9,16:54,8,83.0,41.0,29.62
9,17:54,8,82.0,44.0,29.64
9,18:54,8,80.0,51.0,29.65
9,19:54,8,79.0,54.0,29.66
9,20:54,8,78.0,56.0,29.67
9,21:54,8,77.0,58.0,29.69
9,22:54,8,76.0,58.0,29.7
9,23:54,8,75.0,58.0,29.7
10,00:54,8,74.0,60.0,29.69
10,01:54,8,74.0,57.0,29.7
10,02:54,8,73.0,59.0,29.69
10,03:54,8,72.0,59.0,29.7
10,04:54,8,71.0,61.0,29.71
10,05:54,8,73.0,59.0,29.71
10,06:54,8,74.0,60.0,29.71
10,07:54,8,76.0,56.0,29.71
10,08:54,8,78.0,54.0,29.72
10,09:54,8,80.0,56.0,29.73
10,10:54,8,82.0,49.0,29.72
10,11:54,8,85.0,46.0,29.7
10,12:54,8,84.0,48.0,29.69
10,13:54,8,80.0,58.0,29.67
10,14:54,8,79.0,56.0,29.66
10,15:54,8,77.0,69.0,29.65
10,16:54,8,75.0,76.0,29.64
10,17:54,8,75.0,76.0,29.63
10,18:54,8,74.0,85.0,29.63
10,19:54,8,72.0,91.0,29.61
10,20:54,8,72.0,91.0,29.6
10,21:54,8,72.0,87.0,29.59
10,22:54,8,72.0,84.0,29.57
10,23:54,8,72.0,84.0,29.56
11,00:54,8,70.0,90.0,29.56
11,01:54,8,70.0,90.0,29.56
11,02:54,8,69.0,87.0,29.56
11,03:54,8,69.0,84.0,29.57
11,04:54,8,69.0,81.0,29.6
11,05:54,8,68.0,81.0,29.62
11,06:54,8,69.0,73.0,29.65
11,07:54,8,73.0,64.0,29.66
11,08:54,8,76.0,56.0,29.66
11,09:54,8,77.0,52.0,29.67
11,10:54,8,78.0,50.0,29.67
11,11:54,8,80.0,45.0,29.68
11,12:54,8,80.0,44.0,29.7
11,13:54,8,81.0,39.0,29.7
11,14:54,8,81.0,38.0,29.71
11,15:54,8,82.0,37.0,29.72
11,16:54,8,82.0,37.0,29.74
11,17:54,8,80.0,39.0,29.76
11,18:54,8,78.0,43.0,29.77
11,19:54,8,76.0,47.0,29.81
11,20:54,8,76.0,48.0,29.83
11,21:54,8,75.0,50.0,29.85
11,22:54,8,74.0,52.0,29.86
11,23:54,8,71.0,59.0,29.88
12,00:54,8,70.0,59.0,29.88
12,01:54,8,68.0,65.0,29.88
12,02:54,8,67.0,68.0,29.9
12,03:54,8,63.0,78.0,29.91
12,04:54,8,64.0,78.0,29.92
12,05:54,8,68.0,70.0,29.93
12,06:54,8,71.0,63.0,29.94
12,07:54,8,73.0,59.0,29.93
12,08:54,8,73.0,57.0,29.94
12,09:54,8,76.0,58.0,29.93
12,10:54,8,75.0,58.0,29.93
12,11:54,8,75.0,62.0,29.91
12,12:54,8,76.0,60.0,29.9
12,13:54,8,75.0,66.0,29.89
12,14:54,8,74.0,69.0,29.88
12,15:54,8,76.0,69.0,29.86
12,16:54,8,82.0,51.0,29.85
12,17:54,8,79.0,65.0,29.86
12,18:54,8,77.0,69.0,29.87
12,19:54,8,75.0,71.0,29.88
12,20:54,8,73.0,76.0,29.88
12,21:54,8,73.0,79.0,29.86
12,22:54,8,73.0,81.0,29.85
12,23:54,8,74.0,82.0,29.84
13,00:54,8,73.0,84.0,29.85
13,01:54,8,73.0,84.0,29.85
13,02:54,8,73.0,84.0,29.83
13,03:54,8,73.0,84.0,29.82
13,04:54,8,73.0,87.0,29.85
13,05:54,8,71.0,87.0,29.85
13,06:54,8,72.0,87.0,29.85
13,07:54,8,74.0,85.0,29.85
13,08:54,8,77.0,79.0,29.84
13,09:54,8,81.0,67.0,29.84
13,10:54,8,83.0,63.0,29.82
13,11:54,8,82.0,67.0,29.8
13,12:54,8,86.0,59.0,29.78
13,13:54,8,87.0,57.0,29.78
13,14:54,8,84.0,67.0,29.78
13,15:54,8,86.0,59.0,29.78
13,16:54,8,77.0,74.0,29.8
13,17:54,8,82.0,56.0,29.82
13,18:54,8,80.0,58.0,29.85
13,19:54,8,80.0,54.0,29.85
13,20:54,8,79.0,52.0,29.87
13,21:54,8,77.0,54.0,29.88
13,22:54,8,76.0,54.0,29.89
13,23:54,8,75.0,55.0,29.89
14,00:54,8,73.0,59.0,29.89
14,01:54,8,72.0,61.0,29.89
14,02:54,8,71.0,63.0,29.9
14,03:54,8,71.0,63.0,29.9
14,04:54,8,70.0,66.0,29.91
14,05:54,8,70.0,66.0,29.92
14,06:54,8,71.0,66.0,29.93
14,07:54,8,74.0,62.0,29.94
14,08:54,8,76.0,56.0,29.95
14,09:54,8,79.0,54.0,29.95
14,10:54,8,80.0,52.0,29.93
14,11:54,8,83.0,48.0,29.93
14,12:54,8,83.0,48.0,29.92
14,13:54,8,85.0,42.0,29.91
14,14:54,8,83.0,44.0,29.91
14,15:54,8,83.0,44.0,29.9
14,16:54,8,82.0,47.0,29.89
