Date,Time (est),Month,DayOfWeek,Temperature (ºF),Relative Humidity,Dwpt
16,02:54,8,4,66,96.0,30.03
16,03:54,8,4,66,96.0,30.03
16,04:54,8,4,66,96.0,30.04
16,05:54,8,4,66,96.0,30.06
16,06:54,8,4,66,96.0,30.06
16,07:54,8,4,67,91.0,30.07
16,08:54,8,4,69,81.0,30.08
16,09:54,8,4,68,87.0,30.09
16,10:54,8,4,69,84.0,30.09
16,11:54,8,4,71,79.0,30.08
16,12:54,8,4,72,79.0,30.07
16,13:54,8,4,71,79.0,30.08
16,14:54,8,4,71,79.0,30.07
16,15:54,8,4,70,82.0,30.07
16,16:54,8,4,69,84.0,30.07
16,17:54,8,4,68,84.0,30.06
16,18:54,8,4,67,87.0,30.07
16,19:54,8,4,67,91.0,30.08
16,20:54,8,4,66,93.0,30.08
16,21:54,8,4,66,90.0,30.08
16,22:54,8,4,65,97.0,30.08
16,23:54,8,4,65,93.0,30.08
17,00:54,8,5,65,93.0,30.07
17,01:54,8,5,64,96.0,30.08
17,02:54,8,5,64,93.0,30.06
17,03:54,8,5,63,97.0,30.06
17,04:54,8,5,63,97.0,30.07
17,05:54,8,5,63,97.0,30.08
17,06:54,8,5,63,97.0,30.07
17,07:54,8,5,64,93.0,30.09
17,08:54,8,5,65,93.0,30.08
17,09:54,8,5,67,84.0,30.08
17,10:54,8,5,68,81.0,30.07
17,11:54,8,5,69,78.0,30.06
17,12:54,8,5,71,76.0,30.04
17,13:54,8,5,70,76.0,30.03
17,14:54,8,5,70,79.0,30.02
17,15:54,8,5,70,79.0,30.02
17,16:54,8,5,69,84.0,30.01
17,17:54,8,5,67,87.0,30.0
17,18:54,8,5,66,93.0,30.01
17,19:54,8,5,66,90.0,30.02
17,20:54,8,5,65,93.0,30.01
17,21:54,8,5,65,93.0,30.01
17,22:54,8,5,65,93.0,30.01
17,23:54,8,5,65,90.0,30.01
18,00:54,8,6,65,90.0,29.99
18,01:54,8,6,66,84.0,29.98
18,02:54,8,6,65,90.0,29.98
18,03:54,8,6,66,87.0,29.97
18,04:54,8,6,66,87.0,29.98
18,05:54,8,6,66,90.0,29.99
18,06:54,8,6,66,90.0,29.99
18,07:54,8,6,65,97.0,29.98
18,08:54,8,6,66,96.0,29.99
18,09:54,8,6,68,93.0,29.97
18,10:54,8,6,68,90.0,29.97
18,11:54,8,6,69,90.0,29.96
18,12:54,8,6,68,90.0,29.94
18,13:54,8,6,69,87.0,29.93
18,14:54,8,6,68,90.0,29.91
18,15:54,8,6,68,90.0,29.9
18,16:54,8,6,69,87.0,29.87
18,17:54,8,6,67,93.0,29.86
18,18:54,8,6,67,93.0,29.87
18,19:54,8,6,66,100.0,29.87
18,20:54,8,6,66,96.0,29.86
18,21:54,8,6,67,97.0,29.85
18,22:54,8,6,67,100.0,29.84
18,23:54,8,6,67,100.0,29.82
19,00:54,8,0,67,100.0,29.78
19,01:54,8,0,66,100.0,29.78
19,02:54,8,0,66,100.0,29.75
19,03:54,8,0,66,100.0,29.75
19,04:54,8,0,66,100.0,29.75
19,05:54,8,0,66,100.0,29.75
19,06:54,8,0,66,100.0,29.74
19,07:54,8,0,68,100.0,29.73
19,08:54,8,0,69,96.0,29.74
19,09:54,8,0,73,87.0,29.72
19,10:54,8,0,73,87.0,29.71
19,11:54,8,0,72,91.0,29.7
19,12:54,8,0,70,97.0,29.69
19,13:54,8,0,74,85.0,29.67
19,14:54,8,0,73,87.0,29.66
19,15:54,8,0,72,91.0,29.64
19,16:54,8,0,73,87.0,29.63
19,17:54,8,0,72,91.0,29.63
19,18:54,8,0,72,94.0,29.63
19,20:54,8,0,75,84.0,29.66
19,21:54,8,0,69,90.0,29.65
19,22:54,8,0,72,79.0,29.66
19,23:54,8,0,70,84.0,29.67
20,00:54,8,1,68,87.0,29.67
20,01:54,8,1,65,81.0,29.68
20,02:54,8,1,63,78.0,29.7
20,03:54,8,1,62,80.0,29.71
20,04:54,8,1,62,78.0,29.72
20,05:54,8,1,61,78.0,29.74
20,06:54,8,1,60,80.0,29.76
20,07:54,8,1,62,75.0,29.77
20,08:54,8,1,65,68.0,29.77
20,09:54,8,1,67,63.0,29.78
20,10:54,8,1,68,61.0,29.78
20,11:54,8,1,68,61.0,29.8
20,12:54,8,1,69,59.0,29.8
20,13:54,8,1,69,57.0,29.81
20,14:54,8,1,68,59.0,29.81
20,15:54,8,1,68,59.0,29.83
20,16:54,8,1,67,61.0,29.85
20,17:54,8,1,66,61.0,29.86
20,18:54,8,1,66,61.0,29.87
20,19:54,8,1,65,61.0,29.9
20,20:54,8,1,63,68.0,29.91
20,21:54,8,1,62,70.0,29.91
20,22:54,8,1,62,70.0,29.91
20,23:54,8,1,61,72.0,29.91
21,00:54,8,2,59,78.0,29.9
21,01:54,8,2,59,75.0,29.9
21,02:54,8,2,59,75.0,29.91
21,03:54,8,2,58,78.0,29.91
21,04:54,8,2,58,78.0,29.92
21,05:54,8,2,59,78.0,29.93
21,06:54,8,2,61,72.0,29.94
21,07:54,8,2,63,70.0,29.94
21,08:54,8,2,67,63.0,29.95
21,09:54,8,2,69,59.0,29.96
21,10:54,8,2,70,55.0,29.95
21,11:54,8,2,73,48.0,29.93
21,12:54,8,2,74,45.0,29.93
21,13:54,8,2,73,46.0,29.92
21,14:54,8,2,74,43.0,29.93
21,15:54,8,2,72,48.0,29.94
21,16:54,8,2,70,49.0,29.96
21,17:54,8,2,70,53.0,29.97
21,18:54,8,2,69,55.0,29.98
21,19:54,8,2,65,70.0,30.0
21,20:54,8,2,65,66.0,30.0
21,21:54,8,2,65,66.0,30.01
21,22:54,8,2,63,68.0,30.01
21,23:54,8,2,62,70.0,30.02
22,00:54,8,3,61,72.0,30.03
22,01:54,8,3,61,72.0,30.03
22,02:54,8,3,60,75.0,30.04
22,03:54,8,3,59,78.0,30.04
22,04:54,8,3,58,81.0,30.06
22,05:54,8,3,59,78.0,30.07
22,06:54,8,3,60,75.0,30.08
22,07:54,8,3,63,68.0,30.08
22,08:54,8,3,64,65.0,30.1
22,09:54,8,3,68,61.0,30.1
22,10:54,8,3,70,53.0,30.09
22,11:54,8,3,71,49.0,30.09
22,12:54,8,3,73,48.0,30.08
22,13:54,8,3,72,50.0,30.08
22,14:54,8,3,74,46.0,30.08
22,15:54,8,3,73,48.0,30.09
22,16:54,8,3,74,46.0,30.08
22,17:54,8,3,72,50.0,30.1
22,18:54,8,3,71,51.0,30.11
22,19:54,8,3,71,51.0,30.12
22,20:54,8,3,68,61.0,30.14
22,21:54,8,3,66,68.0,30.15
22,22:54,8,3,68,61.0,30.16
22,23:54,8,3,66,68.0,30.17
23,00:54,8,4,65,70.0,30.17
23,01:54,8,4,63,75.0,30.18
23,02:54,8,4,62,78.0,30.19
23,03:54,8,4,61,81.0,30.19
23,04:54,8,4,61,78.0,30.21
23,05:54,8,4,64,73.0,30.22
23,06:54,8,4,67,66.0,30.23
23,07:54,8,4,69,61.0,30.24
23,08:54,8,4,73,53.0,30.25
23,09:54,8,4,76,47.0,30.24
23,10:54,8,4,78,42.0,30.23
23,11:54,8,4,80,38.0,30.22
23,12:54,8,4,81,37.0,30.22
23,13:54,8,4,79,38.0,30.2
23,14:54,8,4,80,37.0,30.19
23,15:54,8,4,81,34.0,30.19
23,16:54,8,4,80,38.0,30.19
23,17:54,8,4,79,36.0,30.19
23,18:54,8,4,77,40.0,30.21
23,19:54,8,4,75,46.0,30.22
23,20:54,8,4,76,45.0,30.22
23,21:54,8,4,74,48.0,30.22
23,22:54,8,4,67,68.0,30.23
23,23:54,8,4,66,73.0,30.24
24,00:54,8,5,64,78.0,30.24
24,01:54,8,5,65,76.0,30.23
24,02:54,8,5,65,76.0,30.23
24,03:54,8,5,64,75.0,30.23
24,04:54,8,5,64,75.0,30.23
24,05:54,8,5,67,68.0,30.24
24,06:54,8,5,68,65.0,30.24
24,07:54,8,5,73,57.0,30.24
24,08:54,8,5,75,52.0,30.24
24,09:54,8,5,76,58.0,30.24
24,10:54,8,5,80,39.0,30.23
24,11:54,8,5,81,37.0,30.21
24,12:54,8,5,82,37.0,30.2
24,13:54,8,5,77,52.0,30.19
24,14:54,8,5,78,52.0,30.17
24,15:54,8,5,75,60.0,30.17
24,16:54,8,5,73,64.0,30.16
24,17:54,8,5,71,68.0,30.17
24,18:54,8,5,71,66.0,30.17
24,19:54,8,5,71,68.0,30.19
24,20:54,8,5,70,73.0,30.19
24,21:54,8,5,68,78.0,30.19
24,22:54,8,5,70,71.0,30.19
24,23:54,8,5,69,68.0,30.19
25,00:54,8,6,67,76.0,30.19
25,01:54,8,6,67,76.0,30.19
25,02:54,8,6,66,78.0,30.19
25,03:54,8,6,65,81.0,30.19
25,04:54,8,6,66,75.0,30.19
25,05:54,8,6,67,73.0,30.21
25,06:54,8,6,70,66.0,30.22
25,07:54,8,6,73,57.0,30.23
25,08:54,8,6,78,50.0,30.23
25,09:54,8,6,76,62.0,30.23
25,10:54,8,6,77,58.0,30.22
25,11:54,8,6,78,54.0,30.21
25,12:54,8,6,75,62.0,30.21
25,13:54,8,6,75,64.0,30.19
25,14:54,8,6,76,54.0,30.19
25,15:54,8,6,76,60.0,30.18
25,16:54,8,6,73,64.0,30.18
25,17:54,8,6,74,64.0,30.17
25,18:54,8,6,73,66.0,30.17
25,19:54,8,6,71,71.0,30.18
25,20:54,8,6,69,76.0,30.18
25,21:54,8,6,67,87.0,30.18
25,22:54,8,6,69,81.0,30.18
25,23:54,8,6,67,87.0,30.17
26,00:54,8,0,68,84.0,30.16
26,01:54,8,0,66,90.0,30.16
26,02:54,8,0,66,87.0,30.15
26,03:54,8,0,67,84.0,30.14
26,04:54,8,0,66,87.0,30.14
26,05:54,8,0,68,81.0,30.15
26,06:54,8,0,69,81.0,30.15
26,07:54,8,0,70,79.0,30.16
26,08:54,8,0,73,74.0,30.16
26,09:54,8,0,76,69.0,30.15
26,10:54,8,0,72,82.0,30.16
26,11:54,8,0,72,76.0,30.12
26,12:54,8,0,73,74.0,30.12
26,13:54,8,0,73,79.0,30.11
26,14:54,8,0,73,79.0,30.11
26,15:54,8,0,70,84.0,30.1
26,16:54,8,0,72,79.0,30.09
26,17:54,8,0,69,84.0,30.1
26,18:54,8,0,69,84.0,30.11
26,19:54,8,0,69,84.0,30.11
26,20:54,8,0,68,87.0,30.11
26,21:54,8,0,68,87.0,30.11
26,22:54,8,0,66,93.0,30.1
26,23:54,8,0,65,97.0,30.09
27,00:54,8,1,66,90.0,30.09
27,01:54,8,1,66,90.0,30.09
27,02:54,8,1,66,90.0,30.09
27,03:54,8,1,66,87.0,30.08
27,04:54,8,1,66,87.0,30.09
27,05:54,8,1,67,84.0,30.1
27,06:54,8,1,69,81.0,30.11
27,07:54,8,1,72,76.0,30.11
27,08:54,8,1,72,79.0,30.1
27,09:54,8,1,74,76.0,30.11
27,10:54,8,1,72,82.0,30.1
27,11:54,8,1,71,81.0,30.09
27,12:54,8,1,70,84.0,30.07
27,13:54,8,1,72,82.0,30.06
27,14:54,8,1,71,84.0,30.05
27,15:54,8,1,72,79.0,30.03
27,16:54,8,1,73,76.0,30.02
27,17:54,8,1,72,79.0,30.01
27,18:54,8,1,72,82.0,30.01
27,19:54,8,1,72,73.0,30.01
27,20:54,8,1,72,79.0,30.0
27,21:54,8,1,72,79.0,30.0
27,22:54,8,1,72,79.0,29.99
27,23:54,8,1,71,81.0,29.96
28,00:54,8,2,70,82.0,29.94
28,01:54,8,2,70,79.0,29.91
28,02:54,8,2,70,73.0,29.89
28,03:54,8,2,70,73.0,29.88
28,04:54,8,2,71,73.0,29.87
28,05:54,8,2,71,76.0,29.87
28,06:54,8,2,74,74.0,29.88
28,07:54,8,2,76,72.0,29.86
28,08:54,8,2,80,64.0,29.87
28,09:54,8,2,84,59.0,29.86
28,10:54,8,2,87,55.0,29.85
28,11:54,8,2,87,53.0,29.85
28,12:54,8,2,86,55.0,29.85
28,13:54,8,2,87,51.0,29.85
28,14:54,8,2,90,44.0,29.86
28,15:54,8,2,89,47.0,29.87
28,16:54,8,2,87,48.0,29.89
28,17:54,8,2,83,55.0,29.92
28,18:54,8,2,79,60.0,29.96
28,19:54,8,2,76,62.0,30.0
28,20:54,8,2,72,68.0,30.04
28,21:54,8,2,69,66.0,30.07
28,22:54,8,2,67,61.0,30.1
28,23:54,8,2,65,68.0,30.11
29,00:54,8,3,66,68.0,30.13
29,01:54,8,3,65,68.0,30.13
29,02:54,8,3,64,70.0,30.15
29,03:54,8,3,63,73.0,30.18
29,04:54,8,3,63,75.0,30.2
29,05:54,8,3,64,73.0,30.22
29,06:54,8,3,65,70.0,30.24
29,07:54,8,3,67,63.0,30.26
29,08:54,8,3,68,63.0,30.28
29,09:54,8,3,68,63.0,30.28
29,10:54,8,3,69,57.0,30.28
29,11:54,8,3,68,59.0,30.28
29,12:54,8,3,68,63.0,30.29
29,13:54,8,3,67,66.0,30.28
29,14:54,8,3,67,63.0,30.28
29,15:54,8,3,67,66.0,30.28
29,16:54,8,3,65,66.0,30.29
29,17:54,8,3,64,68.0,30.29
29,18:54,8,3,63,70.0,30.3
29,19:54,8,3,63,73.0,30.31
29,20:54,8,3,63,73.0,30.31
29,21:54,8,3,62,75.0,30.32
29,22:54,8,3,62,75.0,30.33
29,23:54,8,3,62,75.0,30.34
30,00:54,8,4,63,73.0,30.33
30,01:54,8,4,61,75.0,30.32
30,02:54,8,4,60,78.0,30.33
30,03:54,8,4,59,81.0,30.32
30,04:54,8,4,58,84.0,30.32
30,05:54,8,4,59,83.0,30.34
30,06:54,8,4,62,80.0,30.35
30,07:54,8,4,65,76.0,30.35
30,08:54,8,4,67,73.0,30.35
30,09:54,8,4,68,65.0,30.34
30,10:54,8,4,68,65.0,30.33
30,11:54,8,4,69,63.0,30.33
30,12:54,8,4,69,63.0,30.32
30,13:54,8,4,69,66.0,30.31
30,14:54,8,4,69,66.0,30.29
30,15:54,8,4,68,59.0,30.28
30,16:54,8,4,67,68.0,30.28
30,17:54,8,4,66,73.0,30.27
30,18:54,8,4,65,81.0,30.27
30,19:54,8,4,65,78.0,30.27
30,20:54,8,4,64,84.0,30.27
30,21:54,8,4,62,86.0,30.27
30,22:54,8,4,61,90.0,30.25
30,23:54,8,4,62,90.0,30.24
31,00:54,8,5,63,87.0,30.22
31,01:54,8,5,62,90.0,30.2
31,02:54,8,5,62,90.0,30.19
31,03:54,8,5,62,93.0,30.18
31,04:54,8,5,63,90.0,30.17
31,05:54,8,5,63,93.0,30.17
31,06:54,8,5,64,87.0,30.18
31,07:54,8,5,65,87.0,30.17
31,08:54,8,5,68,78.0,30.15
31,09:54,8,5,71,76.0,30.14
31,10:54,8,5,74,71.0,30.12
31,11:54,8,5,76,67.0,30.09
31,12:54,8,5,76,67.0,30.06
31,13:54,8,5,76,64.0,30.03
31,14:54,8,5,79,56.0,30.01
31,15:54,8,5,79,50.0,29.99
31,16:54,8,5,77,58.0,29.97
31,17:54,8,5,75,64.0,29.97
31,18:54,8,5,74,67.0,29.98
31,19:54,8,5,72,76.0,29.99
31,20:54,8,5,70,84.0,29.98
31,21:54,8,5,71,81.0,29.96
31,22:54,8,5,72,82.0,29.95
31,23:54,8,5,71,87.0,29.94
1,00:54,9,6,70,90.0,29.92
1,01:54,9,6,71,87.0,29.91
1,02:54,9,6,71,87.0,29.91
1,03:54,9,6,71,84.0,29.89
1,04:54,9,6,71,84.0,29.88
1,05:54,9,6,72,82.0,29.89
1,06:54,9,6,73,81.0,29.89
1,07:54,9,6,75,79.0,29.88
1,08:54,9,6,77,74.0,29.88
1,09:54,9,6,79,69.0,29.86
1,10:54,9,6,80,67.0,29.84
1,11:54,9,6,81,67.0,29.83
1,12:54,9,6,82,65.0,29.82
1,13:54,9,6,82,65.0,29.8
1,14:54,9,6,80,71.0,29.79
1,15:54,9,6,80,71.0,29.78
1,16:54,9,6,78,76.0,29.77
1,17:54,9,6,77,79.0,29.76
1,18:54,9,6,75,84.0,29.77
1,19:54,9,6,75,84.0,29.8
1,20:54,9,6,74,88.0,29.8
1,21:54,9,6,74,88.0,29.81
1,22:54,9,6,75,82.0,29.81
1,23:54,9,6,73,87.0,29.83
2,00:54,9,0,73,87.0,29.84
2,01:54,9,0,71,81.0,29.84
2,02:54,9,0,71,73.0,29.85
2,03:54,9,0,70,68.0,29.86
2,04:54,9,0,69,68.0,29.88
2,05:54,9,0,69,66.0,29.91
2,06:54,9,0,70,57.0,29.93
2,07:54,9,0,70,53.0,29.94
2,08:54,9,0,72,50.0,29.96
2,09:54,9,0,72,55.0,29.97
2,10:54,9,0,73,55.0,29.97
2,11:54,9,0,71,61.0,29.97
2,12:54,9,0,73,55.0,29.97
2,13:54,9,0,73,53.0,29.96
2,14:54,9,0,75,48.0,29.96
2,15:54,9,0,73,53.0,29.96
2,16:54,9,0,72,52.0,29.98
2,17:54,9,0,74,37.0,30.0
2,18:54,9,0,71,42.0,30.03
2,19:54,9,0,69,45.0,30.06
2,20:54,9,0,68,47.0,30.1
2,21:54,9,0,64,54.0,30.14
2,22:54,9,0,62,50.0,30.16
2,23:54,9,0,60,50.0,30.18
3,00:54,9,1,59,54.0,30.2
3,01:54,9,1,58,58.0,30.21
3,02:54,9,1,57,62.0,30.22
3,03:54,9,1,56,65.0,30.22
3,04:54,9,1,56,65.0,30.24
3,05:54,9,1,57,60.0,30.25
3,06:54,9,1,59,56.0,30.27
3,07:54,9,1,63,48.0,30.28
3,08:54,9,1,66,40.0,30.29
3,09:54,9,1,69,32.0,30.3
3,10:54,9,1,70,29.0,30.29
3,11:54,9,1,71,31.0,30.28
3,12:54,9,1,72,29.0,30.27
3,13:54,9,1,71,34.0,30.26
3,14:54,9,1,72,37.0,30.26
3,15:54,9,1,75,26.0,30.26
3,16:54,9,1,73,30.0,30.26
3,17:54,9,1,72,30.0,30.27
3,18:54,9,1,70,35.0,30.29
3,19:54,9,1,70,35.0,30.31
3,20:54,9,1,68,39.0,30.32
3,21:54,9,1,67,44.0,30.33
3,22:54,9,1,65,49.0,30.34
3,23:54,9,1,64,52.0,30.35
4,00:54,9,2,63,56.0,30.35
4,01:54,9,2,62,60.0,30.36
4,02:54,9,2,61,63.0,30.37
4,03:54,9,2,60,65.0,30.39
4,04:54,9,2,59,67.0,30.4
4,05:54,9,2,60,65.0,30.41
4,06:54,9,2,64,60.0,30.42
4,07:54,9,2,69,51.0,30.44
4,08:54,9,2,73,43.0,30.45
4,09:54,9,2,74,45.0,30.45
4,10:54,9,2,74,41.0,30.45
4,11:54,9,2,75,39.0,30.44
4,12:54,9,2,75,40.0,30.44
4,13:54,9,2,75,41.0,30.43
4,14:54,9,2,76,43.0,30.42
4,15:54,9,2,75,43.0,30.41
4,16:54,9,2,73,51.0,30.41
4,17:54,9,2,71,57.0,30.4
4,18:54,9,2,69,66.0,30.41
4,19:54,9,2,67,68.0,30.41
4,20:54,9,2,67,61.0,30.42
4,21:54,9,2,66,61.0,30.43
4,22:54,9,2,64,70.0,30.43
4,23:54,9,2,63,73.0,30.43
5,00:54,9,3,62,78.0,30.42
5,01:54,9,3,61,81.0,30.42
5,02:54,9,3,61,81.0,30.43
5,03:54,9,3,61,81.0,30.44
5,04:54,9,3,60,84.0,30.44
5,05:54,9,3,61,81.0,30.44
5,06:54,9,3,64,73.0,30.44
5,07:54,9,3,69,51.0,30.44
5,08:54,9,3,69,59.0,30.43
5,09:54,9,3,71,44.0,30.42
5,10:54,9,3,72,48.0,30.41
5,11:54,9,3,73,41.0,30.4
5,12:54,9,3,73,46.0,30.39
5,13:54,9,3,72,46.0,30.37
5,14:54,9,3,70,59.0,30.36
5,15:54,9,3,69,61.0,30.35
5,16:54,9,3,68,65.0,30.35
5,17:54,9,3,66,73.0,30.34
5,18:54,9,3,65,78.0,30.34
5,19:54,9,3,64,84.0,30.33
5,20:54,9,3,64,81.0,30.32
5,21:54,9,3,63,84.0,30.3
5,22:54,9,3,63,87.0,30.28
5,23:54,9,3,62,93.0,30.26
6,00:54,9,4,63,90.0,30.25
6,01:54,9,4,63,90.0,30.23
6,02:54,9,4,65,90.0,30.22
6,03:54,9,4,64,93.0,30.22
6,04:54,9,4,64,90.0,30.21
6,05:54,9,4,64,93.0,30.21
6,06:54,9,4,65,90.0,30.19
6,07:54,9,4,66,90.0,30.19
6,08:54,9,4,67,87.0,30.18
6,09:54,9,4,67,87.0,30.17
6,10:54,9,4,70,76.0,30.15
6,11:54,9,4,70,79.0,30.14
6,12:54,9,4,70,79.0,30.12
6,13:54,9,4,71,76.0,30.11
6,14:54,9,4,71,79.0,30.1
6,15:54,9,4,70,79.0,30.09
6,16:54,9,4,68,81.0,30.08
6,17:54,9,4,67,84.0,30.05
6,18:54,9,4,66,87.0,30.04
6,19:54,9,4,65,87.0,30.04
6,20:54,9,4,65,87.0,30.02
6,21:54,9,4,65,87.0,30.0
6,22:54,9,4,66,84.0,29.99
6,23:54,9,4,65,87.0,29.97
7,00:54,9,5,64,90.0,29.96
7,01:54,9,5,64,87.0,29.95
7,02:54,9,5,63,90.0,29.92
7,03:54,9,5,62,93.0,29.92
7,04:54,9,5,63,87.0,29.91
7,05:54,9,5,62,90.0,29.91
7,06:54,9,5,64,84.0,29.91
7,07:54,9,5,66,75.0,29.89
7,08:54,9,5,70,66.0,29.89
7,09:54,9,5,73,59.0,29.88
7,10:54,9,5,72,64.0,29.86
7,11:54,9,5,72,64.0,29.84
7,12:54,9,5,71,66.0,29.82
7,13:54,9,5,72,61.0,29.8
7,14:54,9,5,70,71.0,29.78
7,15:54,9,5,69,73.0,29.78
7,16:54,9,5,72,64.0,29.77
7,17:54,9,5,71,63.0,29.76
7,18:54,9,5,70,61.0,29.76
7,19:54,9,5,69,66.0,29.77
7,20:54,9,5,61,81.0,29.8
7,21:54,9,5,61,81.0,29.79
7,22:54,9,5,61,78.0,29.8
7,23:54,9,5,61,75.0,29.81
8,00:54,9,6,61,72.0,29.81
8,01:54,9,6,60,78.0,29.82
8,02:54,9,6,59,75.0,29.83
8,03:54,9,6,58,72.0,29.84
8,04:54,9,6,57,72.0,29.85
8,05:54,9,6,57,69.0,29.87
8,06:54,9,6,59,62.0,29.88
8,07:54,9,6,61,56.0,29.89
8,08:54,9,6,64,50.0,29.9
8,09:54,9,6,65,47.0,29.89
8,10:54,9,6,67,44.0,29.89
8,11:54,9,6,68,40.0,29.88
8,12:54,9,6,69,39.0,29.88
8,13:54,9,6,70,37.0,29.88
8,14:54,9,6,70,35.0,29.88
8,15:54,9,6,67,35.0,29.89
8,16:54,9,6,67,35.0,29.9
8,17:54,9,6,66,37.0,29.92
8,18:54,9,6,64,40.0,29.95
8,19:54,9,6,63,43.0,29.97
8,20:54,9,6,62,44.0,29.98
8,21:54,9,6,60,52.0,29.98
8,22:54,9,6,59,54.0,29.98
8,23:54,9,6,57,60.0,29.99
9,00:54,9,0,59,54.0,29.99
9,01:54,9,0,59,54.0,30.0
9,02:54,9,0,58,58.0,30.0
9,03:54,9,0,59,58.0,30.0
9,04:54,9,0,56,65.0,30.01
9,05:54,9,0,59,58.0,30.03
9,06:54,9,0,61,56.0,30.04
9,07:54,9,0,64,50.0,30.04
9,08:54,9,0,66,45.0,30.04
9,09:54,9,0,70,35.0,30.03
9,10:54,9,0,72,38.0,30.01
9,11:54,9,0,73,35.0,30.0
9,12:54,9,0,74,33.0,29.98
9,13:54,9,0,75,32.0,29.97
9,14:54,9,0,74,37.0,29.96
9,15:54,9,0,75,37.0,29.96
9,16:54,9,0,74,38.0,29.96
9,17:54,9,0,72,46.0,29.97
9,18:54,9,0,69,53.0,29.98
9,19:54,9,0,69,53.0,29.99
9,20:54,9,0,67,61.0,29.99
9,21:54,9,0,65,68.0,29.99
9,22:54,9,0,65,66.0,29.99
9,23:54,9,0,64,70.0,29.99
10,00:54,9,1,63,75.0,30.0
10,01:54,9,1,63,75.0,29.99
10,02:54,9,1,63,73.0,29.99
10,03:54,9,1,63,73.0,29.99
10,04:54,9,1,62,75.0,30.0
10,05:54,9,1,63,73.0,30.01
10,06:54,9,1,64,70.0,30.03
10,07:54,9,1,67,63.0,30.04
10,08:54,9,1,69,55.0,30.04
10,09:54,9,1,73,44.0,30.03
10,10:54,9,1,73,44.0,30.03
10,11:54,9,1,75,40.0,30.02
10,12:54,9,1,77,32.0,30.01
10,13:54,9,1,78,31.0,30.0
10,14:54,9,1,79,31.0,30.0
10,15:54,9,1,79,30.0,30.01
10,16:54,9,1,77,30.0,30.01
10,17:54,9,1,74,29.0,30.03
10,18:54,9,1,73,29.0,30.06
10,19:54,9,1,71,31.0,30.08
10,20:54,9,1,69,33.0,30.1
10,21:54,9,1,68,35.0,30.11
10,22:54,9,1,66,39.0,30.12
10,23:54,9,1,64,45.0,30.12
11,00:54,9,2,63,47.0,30.13
11,01:54,9,2,61,52.0,30.13
11,02:54,9,2,60,53.0,30.15
11,03:54,9,2,59,58.0,30.16
11,04:54,9,2,58,62.0,30.17
11,05:54,9,2,59,58.0,30.19
11,06:54,9,2,63,48.0,30.2
11,07:54,9,2,67,44.0,30.21
11,08:54,9,2,71,34.0,30.21
11,09:54,9,2,69,41.0,30.22
11,10:54,9,2,70,32.0,30.21
11,11:54,9,2,72,31.0,30.21
11,12:54,9,2,72,35.0,30.2
11,13:54,9,2,71,42.0,30.19
11,14:54,9,2,70,47.0,30.18
11,15:54,9,2,69,53.0,30.17
11,16:54,9,2,68,63.0,30.18
11,17:54,9,2,67,59.0,30.18
11,18:54,9,2,65,61.0,30.19
11,19:54,9,2,64,70.0,30.2
11,20:54,9,2,63,68.0,30.21
11,21:54,9,2,63,68.0,30.21
11,22:54,9,2,61,72.0,30.21
11,23:54,9,2,62,70.0,30.21
12,00:54,9,3,61,72.0,30.21
12,01:54,9,3,60,75.0,30.21
12,02:54,9,3,59,81.0,30.22
12,03:54,9,3,59,78.0,30.23
12,04:54,9,3,59,81.0,30.23
12,05:54,9,3,60,78.0,30.24
12,06:54,9,3,63,73.0,30.25
12,07:54,9,3,66,65.0,30.26
12,08:54,9,3,71,57.0,30.27
12,09:54,9,3,75,45.0,30.27
12,10:54,9,3,78,39.0,30.26
12,11:54,9,3,79,39.0,30.24
12,12:54,9,3,77,47.0,30.24
12,13:54,9,3,78,45.0,30.22
12,14:54,9,3,78,50.0,30.21
12,15:54,9,3,78,47.0,30.21
12,16:54,9,3,77,45.0,30.2
12,17:54,9,3,75,52.0,30.21
12,18:54,9,3,71,57.0,30.22
12,19:54,9,3,69,59.0,30.23
12,20:54,9,3,67,63.0,30.24
12,21:54,9,3,66,65.0,30.24
12,22:54,9,3,65,68.0,30.25
12,23:54,9,3,64,68.0,30.25
13,00:54,9,4,63,70.0,30.24
13,01:54,9,4,62,73.0,30.24
13,02:54,9,4,63,73.0,30.24
13,03:54,9,4,62,78.0,30.24
13,04:54,9,4,62,78.0,30.24
13,05:54,9,4,63,75.0,30.24
13,06:54,9,4,64,75.0,30.24
13,07:54,9,4,68,68.0,30.24
13,08:54,9,4,72,61.0,30.24
13,09:54,9,4,75,58.0,30.24
13,10:54,9,4,79,50.0,30.22
13,11:54,9,4,80,49.0,30.21
13,12:54,9,4,82,46.0,30.19
13,13:54,9,4,80,51.0,30.17
13,14:54,9,4,78,52.0,30.16
13,15:54,9,4,77,54.0,30.17
13,16:54,9,4,76,58.0,30.17
13,17:54,9,4,77,60.0,30.17
13,18:54,9,4,72,73.0,30.2
13,19:54,9,4,70,73.0,30.2
13,20:54,9,4,68,78.0,30.21
13,21:54,9,4,68,78.0,30.22
13,22:54,9,4,67,81.0,30.22
13,23:54,9,4,67,81.0,30.22
14,00:54,9,5,68,78.0,30.21
14,01:54,9,5,68,78.0,30.21
14,02:54,9,5,67,81.0,30.21
14,03:54,9,5,67,79.0,30.22
